50,367,14.75643,0
51,1511,31.20025,1
52,-105,16.90568,0
53,851,43.18172,0
54,1864,45.28672,1
55,1852,50.6062,1
56,1868,38.68288,1
57,2050,42.87541,1
58,1475,39.99031,1
59,-248,12.93262,0
60,-286,8.82198,0
61,1658,46.26412,1
62,782,32.10774,0
63,-64,16.47808,0
64,613,49.47304,0
65,15,17.60545,0
66,620,46.8602,0
67,664,42.98632,0
68,-136,13.77807,0
69,1454,48.522909999999996,1
70,1475,39.260040000000004,1
71,1016,31.45092,0
72,34,15.06305,0
73,374,53.50256,0
74,490,30.57083,0
75,2007,55.29861,1
76,1299,37.80784,1
77,-46,17.7358,0
78,-376,13.61323,0
79,-105,18.361159999999998,0
80,-348,5.29572,0
81,-376,14.16375,0
82,1510,34.56897,1
83,1313,37.39999,1
84,335,66.16992,0
85,-348,13.78025,0
86,-187,19.21423,0
87,-392,10.572610000000001,0
88,-179,18.0764,0
89,275,48.65234,0
90,-376,9.35111,0
91,-376,6.7119800000000005,0
92,484,41.84911,0
93,-356,10.92076,0
94,255,42.33072,0
95,15,28.534959999999998,0
96,-168,15.70269,0
97,465,41.05806,0
98,297,34.55885,0
99,-376,7.48443,0
100,-375,5.09737,0
101,-376,13.1246,0
0,446,39.82288,0
1,-71,15.39535,0
2,-127,20.03425,0
3,-164,20.53493,0
4,212,19.88838,0
5,157,29.59424,0
6,151,41.1673,0
7,1244,55.3269,1
8,-376,9.5196,0
9,-143,15.75918,0
10,-135,19.99919,0
11,-143,15.16554,0
12,367,33.43279,0
13,52,24.92831,0
14,-154,13.180060000000001,0
15,-143,16.40842,0
16,-128,19.23864,0
17,-376,10.45041,0
18,-161,15.3238,0
19,-356,10.93078,0
20,-320,12.48228,0
21,35,25.89558,0
22,1481,46.8511,1
23,-348,11.014700000000001,0
24,-257,19.453960000000002,0
25,-331,14.37893,0
26,-313,12.90396,0
27,1676,40.080330000000004,1
28,841,45.35643,0
29,1494,40.635,1
30,1681,36.63533,1
31,885,35.6887,0
32,-248,12.19189,0
33,446,30.63427,0
34,1604,54.27636,1
35,461,17.99566,0
36,1475,41.54803,1
37,587,53.0601,0
38,1425,47.42558,1
39,1670,42.629419999999996,1
40,483,39.07,0
41,1687,34.08852,1
42,718,34.98597,0
43,464,23.3519,0
44,52,18.95014,0
45,472,38.57403,0
46,1492,36.27928,1
47,1676,39.331559999999996,1
48,875,31.49868,0
49,475,40.95118,0
